,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
439319,W302000324,ARC MEDITERRANEEN DE DIALOGUE ET D'ECHANGES AVEC LE CAMEROUN,"favoriser les liens d'echanges et d'amitie avec le cameroun.
soutenir et accompagner les initiatives et projets de developpement.
favoriser et promouvoir les echanges de toutes natures.
promouvoir la citoyennete internationale et la solidarite.",,,15 BOULEVARD GAMBETTA,30000,Nîmes,,A,15 BOULEVARD GAMBETTA 30000 Nîmes,Gard,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,4.3588685,43.8406105
443085,W302004094,UN PONT POUR TIGNERE,échanges scolaires et aides matérielles aux écoles camerounaises,4,RUE,félibre Roumieux,30900,Nîmes,,A,4 RUE félibre Roumieux 30900 Nîmes,Gard,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,4.3537649,43.8287979
446725,W302007741,N' ZUI MANTO ( LA PANTHERE ),"promouvoir la coiffure, les tresses africaines et la culture camerounaise",14,RUE,Henri IV,30900,Nîmes,,A,14 RUE Henri IV 30900 Nîmes,Gard,Occitanie,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,4.357351276044465,43.8292451
451034,W302012059,SOLIDARITE ENSEIGNEMENT PROFESSIONNEL INTER-LYCEES VERS L'AFRIQUE,"promouvoir les échanges entre les lycées professionnels f.mistral, g.darboux et j.raimu à nîmes et des établissements d'enseignement professionnel au cameroun",457,ANCI2,de Générac,30913,Nîmes cedex 2,,A,457 ANCI2 de Générac 30913 Nîmes cedex 2,Gard,Occitanie,ÉDUCATION  FORMATION,AUTRES,4.3600687,43.8374249
456060,W302020198,ASSOCIATION SOLIDARITE MAINS TENDUES,"mener des actions de solidarité entre la france et l'afrique, en particulier le cameroun",12,RUE,de la Ferrage,30000,Nîmes,,A,12 RUE de la Ferrage 30000 Nîmes,Gard,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,4.3594261,43.8400703
456633,W303000530,"""ASSOCIATION LA CLEDE-CEVENNES-CAMEROUN""","promouvoir des oeuvres de développement dans les pays du sud, particulièrement avec le cameroun, et organiser des échanges de savoirs et de formation apportant un appui à l'installation professionnelle des jeunes",,PL,de la Prisonnière,30120,Bréau-et-Salagosse,,A,PL de la Prisonnière 30120 Bréau-et-Salagosse,Gard,Occitanie,CLUBS DE LOISIRS/ RELATIONS,AUTRES,3.5679459089041092,43.9889848
460377,W311001812,ASSOCIATION ABOUET (ETAT SOLIDAIRE),"assurer l'information civique des femmes au cameroun sur leurs droits, afin qu'elles participent à la vie économique, sociale ainsi qu'au développement durable ; permettre de développer des actions dans le domaine de la santé et de l'éducation ; encourager l'entreprenariat féminin et le développement de moyens pour leur assurer une autonomie",,,Cote du Hay,31430,Le    Fousseret,,A,Cote du Hay 31430 Le    Fousseret,Haute-Garonne,Occitanie,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,1.0650888,43.281098
463134,W311007669,SOUTENONS LA FERME-ECOLE : COEUR DE L'EDUCATION ET DE LA SANTE A GUEFIGUE CAMEROUN,"l'association a pour objet, en france et à l étranger, de mettre en place des action de type humanitaire des programmes de soutien éducatifs et économiques afin de contribuer au développement sur la base de l'autonomie des populations pour améliorer les conditions de vie de zones rurales au cameroun",31,AV,des Pyrenées,31220,Martres-Tolosane,,A,31 AV des Pyrenées 31220 Martres-Tolosane,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,0.9784202,43.1848806
463317,W311007854,ASSOCIATION LES PERLES D'OX,"financer une fois par an un voyage humanitaire au cameroun dans un orphelinat à douala, leur envoyer du matériel de couture ; aider aussi les femmes en difficulté dans la région murétaine ; mettre en place un bulletin d'adhésion pour un montant de cotisation annuelle de 25  ; permettre aux membres de participer aux activités (soirées, repas, concerts, spectacles, accompagnements, salon vdi, salons créatifs, marchés de noël
) ; une partie de l'argent que l'on obtiendra servira à l'achat de fournitures, aide aux financements du voyage, organiser des activités, acheter du matériel de couture pour les orphelines à douala préparant un cap couture ; 
cet argent servira aussi à aider les femmes dans le besoin, les femmes maltraitées avec enfant (s) ou sans, les personnes en situation de handicap ; l'aide peut être administrative, pécuniaire ou autres ; créer un espace d'échange entre toutes les femmes et créer une relation entre elles ; faire venir des intervenants dans le domaine de la santé, du bien - être afin que ces femmes se sentent mieux ou se redécouvrent ; nouer également des liens avec des partenaires de différentes associations déjà existantes autour, organiser diverses activités ; participer également à des vide - greniers, des marchés de noël, marchés ou autres et les bénéfices serviront au fonctionnement de l'association ; fabriquer des bijoux, objets de décoration ou autres par l'association ; achat du matériel avec une partie des bénéfices faits avec les ventes ; créer également une boutique solidaire à muret ; cette boutique fonctionnera avec des dons matériels ou financiers (vêtements, produits d'hygiène, jeux, jouets, livres, bijoux, etc
)",1,RUE,St Germer,31600,Muret,,A,1 RUE St Germer 31600 Muret,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,1.3262332,43.4599858
463738,W311008275,LE VRAI SOURIRE D'UN ENFANT,aide et assistance d'enfants défavorisés au cameroun,12,PL,des Martyrs de la Resistancee,31220,Cazères,,A,12 PL des Martyrs de la Resistancee 31220 Cazères,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.0865093,43.2056788
468218,W313001103,ASSOCIATION POUR LA PREVENTION EN ENVIRONNEMENT ET SANTE FRANCE-CAMEROUN (APES-FC),"prévention des maladies et des problèmes en environnement et santé en 
france et au cameroun",22,RUE,Gers,31000,Toulouse,,A,22 RUE Gers 31000 Toulouse,Haute-Garonne,Occitanie,SANTÉ,SANTÉ,1.4745836,43.5840355
470692,W313003585,FOOT FOR LIONS,aider un centre de football camerounais en lui envoyant du matériel sportif.,31,AV,E. Dewoitine,31200,Toulouse,,A,31 AV E. Dewoitine 31200 Toulouse,Haute-Garonne,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,1.4442469,43.6044622
471604,W313004501,GRAINE-MOUVEMENT INTERNATIONAL CONTRE LA PAUVRETE EN AFRIQUE,"entreprendre et mener toute action tant en france, au cameroun, en afrique que dans le monde, de nature à favoriser l'épanouissement des populations rurales et urbaines les plus défavorisées, dans sa sphère d'action.",20,AV,Jean Moulin,31400,Toulouse,,A,20 AV Jean Moulin 31400 Toulouse,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.4414813,43.5791
472622,W313005520,EAU DE PLUIE,de développement autonome des populations du cameroun ayant besoin d'eau,9,RUE,Lanternières,31000,Toulouse,,A,9 RUE Lanternières 31000 Toulouse,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.4405186,43.6000709
473158,W313006056,ASSOCIATION FRANCE-MAROUA,"aider au développement économique et social d'un quartier de maroua (cameroun) ; permettre la mise en place de soutien pédagogique, éducatif...; soutenir le grand séminaire saint-augustin-de-maroua (abonnements à des revues de formation, achat de livres, de matériel et fournitures de bureau...)",9,RUE,Sainte-Lucie,31300,Toulouse,,A,9 RUE Sainte-Lucie 31300 Toulouse,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.4331778,43.5928207
473888,W313006786,EGLISE PRESBYTERIENNE CAMEROUNAISE EN FRANCE: CHAPELLE DE TOULOUSE ZOETELE-VILLE,"proclamation de l'évangile de jésus christ à toute l'humanité; administration des sacrements, cure d'âme et enseignement de la doctrine chrétienne, encadrement et formation des membres à travers ses structures spécialisées; femmes, hommes, jeunes, aumônerie et autres formations socio-éducatives",533,CHEM1,de Jouaninet,31180,Lapeyrouse-Fossat,,A,533 CHEM1 de Jouaninet 31180 Lapeyrouse-Fossat,Haute-Garonne,Occitanie,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,1.5170896,43.6927081
473983,W313006881,ASSOCIATION HUMANITAIRE ENFANCE SOLIDAIRE FRANCE,soutenir et développer des actions humanitaires diverses en partenariat avec enfance solidaire cameroun,5,RUE,Bossuet,31400,Toulouse,,A,5 RUE Bossuet 31400 Toulouse,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.4676206,43.5893052
474117,W313007015,ACTIONS SOLIDAIRES CONTRE LA MARGINALISATION,"mettre en relation les projets d'associations villageoises ou de quartier de pays du sud (mali, maroc, cameroun etc) avec d'éventuels organismes financiers du nord, en accord avec les associations partenaires des pays concernés, poursuivre le partenariat avec l'asoociation des volontaires des nations-unies (bamako, mali, et l'association de recherche pour le développement de kenitra et du gharb (henitra, maroc) afin d'actualiser les projets akotef, anakila (mali) et sidi yahia (maroc)",5,RUE,de Kiev,31100,Toulouse,,A,5 RUE de Kiev 31100 Toulouse,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.4031796,43.5707854
477011,W313009916,MAMIWATA,"favoriser, développer et promouvoir : le développement économique, social et culturel de la province du sud au cameroun; créer des espaces ouverts à de nombreuses personnes d'horizon divers pouvant se côtoyer sans une solidarité; oeuvrer à la réinsertion des personnes exclues et des personnes sans emploi, en créant des actions autour de celle ci et en leur apportant assistance morale, didactique, technique et matériel dans des circonstances exceptionnelles; veiller à la promotion et au respect des personnes par les membres d'un code d'honneur caractérisé par la responsabilité, l'intégrité et la discipline; promouvoir des activités économiques de production et de services; organiser la population en structure active pour sa prise en charge et son auto promotion; effectuer et mettre en oeuvre des actions de développement durable",6,IMP,de la Grésigne,31490,Léguevin,,A,6 IMP de la Grésigne 31490 Léguevin,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.2405257,43.5912969
477254,W313010159,LA CHORALE CAMEROUNAISE DE TOULOUSE,le chant choral,2,IMP,du Lieutenant Michel Welvert,31200,Toulouse,,A,2 IMP du Lieutenant Michel Welvert 31200 Toulouse,Haute-Garonne,Occitanie,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,1.459037,43.6420413
477563,W313010468,ASSOCIATION DES CAMEROUNAIS DE TOULOUSE ET DE LA REGION MIDI-PYRENEES (ACAT-MP),"permettre la rencontre et les échanges solidaires entre les  camerounais, de promouvoir la culture camerounaise, de représenter et défendre les intérêts des camerounais, d' initier et participer à des projets de développement ou d'aide aux populations nécessiteuses, être l'interface entre la région midi-pyrénées et le caméroun",12,IMP,d'Astorg,31140,Pechbonnieu,,A,12 IMP d'Astorg 31140 Pechbonnieu,Haute-Garonne,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,1.4668782,43.7126193
479216,W313012121,RASSEMBLEMENT DES CAMEROUNAIS DE FRANCE (RACAF),"rassembler tous les camerounais vivant en france sans distinction d'opinion politique, de religion, de clan ethnique ou étudiant ou provinciale ou professionnelle ou même régionale, afin de penser ensemble à notre implication dans la construction de notre pays et dans le renforcement des liens de solidarité et de fraternité existant entre nous",64,SQ,de l'Erable,77240,Cesson,,A,64 SQ de l'Erable 77240 Cesson,Seine-et-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.5949491,48.5583827
480023,W313012928,EGLISE PRESBYTERIENNE REFORMEE DU CAMEROUN (EPRC),célébration du culte protestant et encadrement par l'enseignement de la doctrine de jésus christ de ses membres,32,CHEM1,de Beauregard,31300,Toulouse,,A,32 CHEM1 de Beauregard 31300 Toulouse,Haute-Garonne,Occitanie,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,1.4442469,43.6044622
481985,W313014890,MERVEILLES D'AFRIK,"construction et installation de puits et latrines publics à nko'ovos, lieu dit derrière le stade, quartier de la ville d'ebolowa au cameroun ; créer un espace de rencontres et de dialogue entre les adhérents et les sympathisants ; mise en place d'un comité de réflexion sur les problèmes sociaux, économiques et d'intégration au sein de la diaspora camerounaise à toulouse ; le renforcer de l'amitié et de la solidarité à toute épreuve entre les adhérents ; aide aux enfants sous-scolarisés ou malades, aux femmes démunies et mal informées d'afrique à sortir de la nécessité ; l'éveil du sentiment fraternel en s'ouvrant davantage aux autres communauté, mais en privilégiant l'authenticité camerounaise ; d'oeuvrer en sorte que l'égalité des chances devienne une réalité aux points de vue de l'emploi, la culture et l'éducation ; de renforcer la conscience des africains par des moyens de sensibilisation, d'information, d'échange et de formation",33,AV,de Lyon,31400,Toulouse,,A,33 AV de Lyon 31400 Toulouse,Haute-Garonne,Occitanie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,1.4522883,43.6154109
482077,W313014982,LES AMIS DE TEDDY,venir en aide à des enfants et à des dispensaires au cameroun,9,RUE,RIVALS,31770,Colomiers,,A,9 RUE RIVALS 31770 Colomiers,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.3378952,43.6138488
482158,W313015063,ASSOCIATION MADIC/LLM PARCOURS DUNDEE,"rechercher des fonds afin de permettre le financement complet du projet de restauration de l'école publique de mvoutedoun (cameroun) ; valoriser et promouvoir le master 2 madic/llm parcours dundee. afin d'atteindre ces deux objectifs, l'association, par le biais de ses membres, pourra organiser des évènements de toute sorte tels que des conférences, des évènements à caractère festif au niveau local, national et international, des projets artistiques, etc",2,RUE,du Doyen Gabriel Marty,31042,Toulouse Cedex 9,,A,2 RUE du Doyen Gabriel Marty 31042 Toulouse Cedex 9,Haute-Garonne,Occitanie,ÉDUCATION  FORMATION,AUTRES,1.4442469,43.6044622
482596,W313015501,ASSOZOUA,"venir en aide aux dispensaires des villages camerounais dans le département de la vallée du ntem, de récolter aupès des pharmacies, cliniques, hôpitaux et particuliers des médicaments, du matériel d'équipement divers médical et pharmaceutique et d'acheminer au cameroun",533,CHEM1,de Jouaninet,31180,Lapeyrouse-Fossat,,A,533 CHEM1 de Jouaninet 31180 Lapeyrouse-Fossat,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.5170896,43.6927081
483439,W313016344,BASSA'A BA TOULOUSE (BBT),"récolter des fonds pour réaliser des oeuvres caritatives au profit des populations des populations des cantons bassa'a au cameroun : contribuer à l'éducation des jeunes des cantons bassa'a en rénovant ou créant des infrastructures scolaires, leur apporter du matériel informatique et scolaire ... contribuer à la santé des populations en apportant aux hôpitaux du matériel de soins et organiser des campagnes de lutte et prévention contre des maladies notamment le paludisme, le sida ; oeuvrer pour l'approvisionnement en eau potable des populations ... contribuer au développement de l'agriculture biologique ; promouvoir à toulouse et en france la culture du peuple bassa'a : organiser des spectacles de musique et danse du peuple bassa'a ainsi que des dégustations de ses spécialités culinaires ; organiser des voyages de découverte au sein des cantons bassa'a au cameroun",16,RUE,jEAN bARDY,31100,Toulouse,,A,16 RUE jEAN bARDY 31100 Toulouse,Haute-Garonne,Occitanie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.4114404,43.563154
483514,W313016419,ETUDIANTS CAMEROUNAIS DE TOULOUSE (ECAT),"unir les étudiants, stagiaires et jeunes professionnels d'origine camerounaise dans un cadre amical et fraternel ; favoriser l'ouverture de ses membres  et sympathisants à tout projet à vocation humanitaire, écologique et en faveur du développement durable ; promouvoir les échanges culturels étudiants en france ; favoriser les échanges intellectuels, sportifs et artistiques entre les différents étudiants",7,RUE,Stalingrad,31000,Toulouse,,A,7 RUE Stalingrad 31000 Toulouse,Haute-Garonne,Occitanie,ÉDUCATION  FORMATION,AUTRES,1.4520944,43.6092335
