id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,mot_cle
W122003537,URARTU,"permettre à toute personne arménienne et résidant dans la région midi-pyrénées de retrouver ses racines culturelles, linguistiques et humaines ; de les développer en les enrichissant ; de les faire connaître afin que la diaspora arménienne reste attachée à ses traditions profondes ; permettre à toute personne intéressée par la culture et les traditions arméniennes de participer de façon active à leur développement et à leur rayonnement ; dans le cadre humanitaire, apporter une aide à l'amélioration du sort de l'enfance malheureuse de la région midi-pyrénées et d'arménie par l'organisation de manifestations culturelles ou festives produisant les fonds nécessaires et plus généralement d'apporter une aide financière contribuant à l'essor économique et social des régions les défavorisées d'arménie ; conseiller, orienter ou aider toute personne qui en fait la demande dans la mesure du possible",13,RUE,Sainte Barbe,12000,Rodez,,A,Midi
W122003556,PIC'ASSO,réaliser des projets pédagogiques ; proposer un cadre législatif et financier aux actions menées ; offrir une visibilité à des actions socioculturelles censées faire vivre nos territoires locaux et ruraux ; aider les apprenants en bts agricole à faire vivre leurs initiatives,5,BD,DU 122E REGIMENT D INFANTERIE,12000,Rodez,,A,Asso
W122003565,USEP ECOLE DE PRADINAS,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques sportives de pleine nature, d'activités socio-culturelle dans le cadre d'un fonctionnement démocratique",,,Le Bourg,12240,Pradinas,,A,Ecole
W122003579,LES FILMS DU COIN,"soutenir la création, la diffusion et la promotion de l'art audiovisuel dans la région midi pyrénées",,RUE,le Périé Gringalet,12850,Sainte-Radegonde,,A,Midi
W122003639,FOOTBALL CLUB AGEN GAGES,promouvoir la pratique et le développement du football,,,,12630,Agen-d'Aveyron,,A,Agen
W122003703,ASSOCIATION DES MEDECINS POUR LES GARDES DE LA REGION RUTHENOISE A.M.G.A.R.R.,organisation de la permanence des soins ambulatoires sur la région ruthénoise selon le secteur défini par l'agence régionale de santé de midi-pyrénées,,,,12000,Rodez,,A,Midi
W122003716,ARABESQUE,promouvoir la danse en région midi pyrénées,5,RTE,de Bessières,31240,L'Union,,A,Midi
W122003750,ASSOCIATION USEP ECOLE DE CARCENAC,"former à la responsabilité des élèves, au civisme, à l'autonomie par la pratique d'activités physiques, sportives et de pleine nature, d'activités socio-culturelles, grâce à son affiliation à l'usep et à sa participation aux rencontres, épreuves et manifestations organisées ou contrôlées par l'usep",,RUE,de la fontaine,12160,Baraqueville,,A,Ecole
W122003754,GROUPEMENT AVEYRONNAIS DE RECHERCHE AU SANG,promouvoir la recherche du grand gibier blessé conformément aux dispositions législatives et réglementaires,9,RUE,de Rome,12000,Rodez,,A,Sang
W122003761,SAUVEGARDE DES BOUTETS,"préserver le patrimoine bati, le cadre de vie, l'environnement, le paysage, l'agriculture et lutter contre le mitage et l'urbanisation du hameau les boutets (12330), de l'ensemble de la commune de mûret-le-château et des communes limitrophes",,,,12330,Muret-le-Château,,A,Bati
W122003773,MAM CLEMENTINE-GRIOTTE,"héberger en son siège la maison d'assistantes maternelles clémentine-griotte ; permettre, grâce au compte bancaire ouvert en son nom, de régler les factures liées aux dépenses de la maison d'assistantes maternelles",1,CHEM1,des Acacias,12310,Bertholène,,A,Ouvert
W122003781,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE CANTOIN,embauche d'une aide maternelle,,,,12420,Cantoin,,A,Ecole
W122003789,MAYA KO DAGHO,contribuer à promouvoir un développement humain équitable du peuple népalais ; exprimer sa solidarité avec les populations organisées agissant pour l'amélioration de leurs conditions de vie et un échange de savoir faire,,LD,Cantagrel,12140,Espeyrac,,A,Maya
W122003790,ASSOCIATION PARENTS  D'ELEVES ECOLE PRIMAIRE SAINT AMANS DES COTS,dynamiser la vie scolaire et périscolaire des enfants,,HAME1,Besse,12460,Saint-Amans-des-Cots,,A,Ecole
W122003795,OGEC ECOLE SAINT PAUL,gestion matérielle de la classe enfantine de l'institut saint paul,,,,12000,Rodez,,A,Saint Paul
W122003797,COMITE DE DEVELOPPEMENT AGRICOLE DU NORD-AVEYRON,"rechercher toutes les possibilités de développement agricole de la région du nord-aveyron ; informer mutuellement les organisations professionnelles agricoles de la région nord aveyron de leurs but, projets et programmes respectifs, de leurs objectifs à court, moyen et long terme",43,AV,de Calmont,12500,Espalion,,A,Long
W122003835,A.P.E ST-CYPRIEN-SUR-DOURDOU (ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE ST-CYPRIEN-SUR-DOURDOU),soutenir activement les projets et les actions des enseignants ; organiser des manifestations à thèmes autour de l'école pour favoriser les temps d'échange conviviaux enfants et adultes ; organiser des évènements afin de récolter des fonds pour la réalisation desdits projets,8,RUE,de la Croix d'Issalys,12320,Conques-en-Rouergue,,A,Ecole
W122003841,ENTRE CIEL ET TERRE,promouvoir et faire connaître hildegarde de bingen,,,La Vialette,12800,Camjac,,A,Bingen
W122003911,ASSOCIATION DES PARENTS D'ELEVES DE L ECOLE DE CURIERES,développer les activités extra-scolaires et créer une garderie,,,,12210,Curières,,A,Ecole
W122003917,L'ELAN DE MAIN D'HIER,"créer des évènements afin de promouvoir et revaloriser des savoirs intemporels sous forme de chantiers-démonstration (artisans professionnels, restauration du patrimoine...) de camp de vie (fête médiévale...) d'expositions, vente d'artisanat ou d'art, de spectacles, d'ateliers-découverte et formations associées aux activités",,,La Borie haute,12800,Cabanès,,A,Main
W122003972,LA CAYROUSE,"faire vivre le lieu-dit ""la cayrouse"" à travers l'organisation d'événements simples et divers (allant du repas de famille au petit festival : vacances collectives, cinéma de plein air, rassemblements de motards, travaux collectifs, stages de rugby, etc.), et notamment d'activités collectives ; améliorer continuellement le lieu, le développer durablement ; construire un collectif convivial dans lequel chaque membre trouve sa place, y est respecté, peut porter des initiatives ; faire jouer et susciter le jeu à toutes occasions ; permettre aux membres de disposer d'un lieu agréable et ouvert au plus grand nombre (invités, amis, familles, enfants, adultes, etc.)",,RTE,départementale 904,12740,Sébazac-Concourès,,A,Ouvert
W122003982,LE CINEMA S'EXPOSE 12 - 1ÈRE,"toutes activités artistiques (théâtre, cinéma, cirque, télévision, radio, spectacle...) la production et l'exploitation de films, de spectacles, et de toutes oeuvres artistiques, d'événements de tous genres, la sauvegarde et la valorisation de notre patrimoine télévisuel, théâtral, cinématographique, radiophonique, tout ce qui est lié de près ou de loin au monde artistique et patrimonial",401,LOT,les Camps Sarrats,12740,Sébazac-Concourès,,A,Loin
W122003989,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE MICHEL MOLHERAT,"favoriser un esprit de collaboration et d'établir un lien entre les parents de l'école publique michel molhérat de laguiole, les membres du corps enseignant et les autorités scolaires ; elle sert d'organe dexpression des opinions et des propositions de ses membres pour tout ce qui concerne l'école ; elle favorise la réalisation de sorties scolaires et participe à des achats pour les élèves de l'école en organisant diverses manifestations tout au long de l'année",,PL,de la mairie,12210,Laguiole,,A,Long
W122003995,S.O.S RECONFORT AVEYRON ECOLE DU BONHEUR,lutter contre la solitude et la dépression,7,RUE,Ste Catherine,12000,Rodez,,A,Ecole
W122004021,L'OUTIL EN MAIN DE RODEZ,"l'initiation des jeunes aux métiers du patrimoine et aux métiers manuels par des gens de métier, dans un cadre d'atelier ou tout autre lieu connexe ; permettre aux jeunes de 9 ans à 14 ans de s'initier aux métiers du patrimoine et aux métiers manuels ; être un lieu de assemblement et d'échange entre les jeunes et les gens de métier et de permettre une prise de conscience de la nécessité de la transmission d'un savoir-faire aux jeunes générations",,RUE,des Métiers,12850,Onet-le-Château,,A,Main
W122004037,FRANCE-AVC MIDI-PYRENEES,"améliorer la connaissance, le diagnostic et les thérapeutiques relatives accidents vasculaires cérébraux ; entraider les personnes victimes d'accidents vasculaires cérébraux et leurs familles ; acquérir et diffuser tout document scientifique élaboré par la fédération france-avc ; représenter et promouvoir les actions du réseau france-avc auprès des pouvoirs publics locaux et des différents partenaires ; mener des réflexions stratégiques au jiveau local afin d'aider la fédération france-avc à établir des programmes d'action",,AV,de l'Hôpital,12000,Rodez,,A,Midi
W122004039,ASSOCIATION SPORTIVE USEP ECOLE PUBLIQUE GRANDS GOURGAN,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, sportives, de pleine nature, socioculturelles, dans le cadre d'un fonctionnement démocratique",,,Côte de la gascarie,12000,Rodez,,A,Ecole
W122004041,"ASSOCIATION DES RESIDANTS DU FOIRAIL DES BREBIS, DU CHEMIN DU COUDENAS ET DE L'AVENUE DE LA GARE A ST-GENIEZ D'OLT","promouvoir l'entraide, les relations de voisinage et l'animation du quartier, préserver l'environnement et le cadre de vie, analyser les divers projets intéressant le quartier et formuler des éventuelles objections et propositions.",,,,12130,Saint-Geniez-d'Olt,,A,Gare
W122004049,MEDCAMER FRANCE,"apporter une contribution active à l'accès et l'amélioration de la santé des populations, l'évolution des pratiques médicales et des métiers de la médecine au cameroun ; participer à l'éducation des populations et personnels médicaux au cameroun ; promouvoir les collaborations et réflexions interprofessionnelles, le partage d'expériences et les échanges entre les professionnels de santé ; promouvoir les rapports confraternels ; promouvoir l'application des normes et standards internationaux régissant la formation médicale, la pratique médicale, de même que de ceux adaptés au contexte local et reconnus comme tels par les institutions compétentes ; stimuler la participation du corps médical au débat social sur la santé et le développement au cameroun",13,RUE,Alphonse Daudet,12450,Luc-la-Primaube,,A,CAMEROUN
W122004053,ASSOCIATION USEP ECOLE LAVERNHE DE MANHAC,"pratique d'activités physiques, sportives et socioculturelles visant à l'éducation globale des enfants",,,,12160,Manhac,,A,Ecole
W122004076,PROMOTION EGC 26,"promouvoir l'ecole de gestion et de commerce de rodez, notamment faire connaître la promotion, dont le numéro est indiqué dans le titre, auprès des entreprises et du grand public par des activités culturelles, sportives, médiatiques ou plus étroitement liées au programme pédagogique",,RUE,de Bruxelles,12000,Rodez,,A,Ecole
W122004082,BOYA BOYA !,"favoriser, développer et de promouvoir la culture et l'art en général (musique, danse, arts plastiques) et les musiques du monde ; elle organise par exemple des stages et des cours de danses, percussions, d'arts plastiques, musique, des soirées musicales, des spectacles, une exposition pour la vente d'art, et cetera ; permettre aux musiciens de tous âges, amateurs ou professionnels de pratiquer et de perfectionner leur art ; valoriser la création artistique par la diffusion de productions d'artistes amateurs ou professionnels ; favoriser la créativité et les échanges culturel, de proposer un lieu de rencontre en facilitant l'accès à la culture pour tous",,QUAI,du 19 mars 1962,12500,Espalion,,A,Boya
W122004117,TAPE SUR L'ENCLUME,favoriser le développement culturel et social à travers des actions diverses et variées,,LD,les Mestiérals,12850,Sainte-Radegonde,,A,Tape
W122004147,ASSOCIATION LUMIÈRES 12,promouvoir le cinéma à rodez en midi-pyrénées en particulier le cinéma d'auteur et le patrimoine cinématographique à travers l'organisation de manifestations autour de films et par extension toutes animations ayant un lien avec le cinéma,15,AV,Tarayre,12000,Rodez,,A,Midi
W122004190,ASSOCIATION POUR LE DON DE SANG BENEVOLE D'ESPALION ET DU NORD AVEYRON,"réunir tous les donneurs de sang d'espalion et du nord aveyron en vue de faire respecter le code d'honneur du donneur de sang ; soutenir les intérêts des adhérents auprès des pouvoirs publics ; fournir une aide technique et morale aux membres ; créer un centre de relations amicales ; examiner tous les litiges qui pourraient survenir ; chercher à augmenter le nombre des donneurs de sang, en liaison avec l'établissement de transfusion sanguine de son ressort",,PL,de la Résistance,12500,Espalion,,A,Sang
W122004238,FACE AVEYRON TARN,"regrouper les entreprises et/ou les chefs d'entreprises souhaitant agir contre les exclusions en partenariat avec les collectivités locales et en référence à la charte nationale des entreprises face ; favoriser la mise en oeuvre et le développement d'actions contre les exclusions, notamment dans les domaines de l'accès à emploi, du développement économique local et de la prévention autour des 5 champs de mobilisations et d'intervention (1 dans l'entreprise, 2 pour l'emploi, 3 a l'ecole, 4 au quotidien, 5 sur les territoires) ; contribuer à l'évolution positive des relations des entreprises avec leur environnement social ; être le correspondant privilégié de face et ses outils au niveau du territoire",3,RUE,DU MUGUET,12850,Onet-le-Château,http://www.fondationface.org,A,Ecole
W122004245,ASSOCIATION U.S.E.P DE L'ECOLE PUBLIQUE DE BRUEJOULS/CLAIRVAUX,"former à la responsabilite, au civisme par la pratique d'activites sportives, physiques et de pleine nature, d'activites socio-culturelles, dans le cadre d'un fonctionnement democratique. elle contribue à l'education globale des enfants",,,,12330,Clairvaux-d'Aveyron,,A,Ecole
